Vaisala Hum,SGS Temp,SGS RAW
91.6,25.6,57061
91.6,25.6,57059
91.4,25.6,57059
91.3,25.6,57059
91.2,25.6,57063
91.1,25.6,57062
91,25.6,57065
91,25.6,57067
90.7,25.6,57063
90.6,25.6,57062
90.4,25.6,57064
90.4,25.5,57060
90.2,25.5,57062
90.1,25.6,57060
90,25.5,57060
89.9,25.5,57060
89.8,25.5,57057
89.8,25.5,57059
89.6,25.5,57055
89.5,25.5,57053
89.5,25.5,57052
89.4,25.5,57054
89.3,25.5,57055
89.2,25.5,57051
89.2,25.5,57055
89.2,25.5,57053
89.2,25.5,57055
89.2,25.5,57050
89.2,25.5,57053
89.2,25.6,57052
89.2,25.6,57057
89.2,25.5,57055
89.3,25.5,57053
89.4,25.5,57057
89.5,25.5,57056
89.6,25.5,57055
89.6,25.5,57057
89.8,25.5,57056
89.8,25.6,57056
90,25.6,57054
90,25.6,57059
90.4,25.5,57061
90.5,25.6,57064
90.5,25.6,57064
90.6,25.6,57065
90.8,25.6,57063
91,25.6,57062
91,25.6,57064
91.1,25.6,57067
91.2,25.6,57074
91.5,25.6,57074
91.6,25.6,57076
91.7,25.6,57079
91.8,25.6,57082
91.8,25.6,57081
92,25.6,57075
92.2,25.6,57074
92.2,25.7,57073
92.3,25.7,57072
92.3,25.6,57070
92.4,25.6,57072
92.5,25.6,57070
92.5,25.6,57076
92.6,25.7,57080
92.7,25.7,57083
92.7,25.7,57084
92.7,25.7,57085
92.7,25.7,57085
92.8,25.7,57083
92.8,25.7,57082
92.8,25.6,57083
92.8,25.7,57084
92.8,25.7,57078
92.8,25.7,57078
92.8,25.6,57078
92.8,25.7,57075
92.8,25.6,57076
92.8,25.7,57074
92.7,25.7,57076
92.7,25.7,57078
92.7,25.7,57077
92.7,25.7,57079
92.7,25.7,57079
92.6,25.7,57079
92.6,25.7,57081
92.6,25.6,57085
92.6,25.6,57086
92.5,25.6,57086
92.5,25.7,57080
92.5,25.6,57083
92.5,25.6,57084
92.4,25.6,57083
92.4,25.6,57081
92.4,25.6,57077
92.4,25.7,57076
92.4,25.7,57079
92.4,25.6,57081
92.4,25.6,57077
92.3,25.6,57083
92.3,25.7,57083
92.3,25.7,57081
92.3,25.7,57080
92.3,25.7,57084
92.3,25.7,57080
92.3,25.7,57085
92.4,25.7,57081
92.4,25.6,57084
92.4,25.7,57087
92.4,25.7,57084
92.4,25.7,57088
92.5,25.6,57086
92.5,25.7,57089
92.6,25.7,57088
92.6,25.8,57086
92.6,25.7,57088
92.6,25.7,57086
92.7,25.7,57083
92.7,25.8,57082
92.8,25.7,57083
92.9,25.7,57083
92.9,25.7,57087
92.9,25.7,57082
92.9,25.7,57079
93,25.7,57088
93.1,25.6,57092
93.2,25.6,57094
93.3,25.6,57093
93.3,25.7,57085
93.4,25.6,57092
93.4,25.7,57094
93.4,25.7,57088
93.5,25.7,57093
93.5,25.7,57096
93.5,25.7,57093
93.6,25.6,57094
93.7,25.6,57091
93.7,25.7,57085
93.7,25.7,57093
93.7,25.7,57089
93.8,25.7,57094
93.8,25.7,57093
93.9,25.6,57099
93.9,25.7,57095
93.9,25.7,57099
93.9,25.7,57098
94,25.7,57095
94,25.7,57094
94,25.7,57093
94,25.7,57089
94,25.7,57096
94.1,25.7,57098
94.1,25.7,57097
94.1,25.7,57098
94.1,25.7,57107
94.1,25.6,57098
94.1,25.6,57096
94.1,25.6,57107
94.1,25.7,57106
94.1,25.7,57102
94.1,25.7,57098
94.1,25.8,57104
94.1,25.8,57108
94.1,25.8,57103
94.1,25.8,57106
94.1,25.7,57104
94.1,25.7,57102
94,25.7,57104
94,25.7,57106
94,25.7,57106
94,25.7,57108
94,25.7,57108
94,25.7,57110
94,25.7,57110
94,25.7,57111
94,25.7,57116
94,25.7,57111
94,25.7,57108
94,25.7,57107
94,25.7,57109
94,25.7,57109
94,25.7,57110
94,25.7,57110
94,25.7,57104
94,25.7,57108
94,25.7,57104
94,25.7,57106
94,25.8,57110
94,25.8,57108
94,25.8,57108
94,25.7,57108
94.1,25.7,57104
94.1,25.7,57106
94.1,25.7,57111
94.1,25.7,57109
94.2,25.7,57116
94.2,25.8,57111
94.2,25.8,57112
94.3,25.8,57111
94.3,25.8,57103
94.3,25.8,57100
94.3,25.8,57105
94.4,25.8,57110
94.4,25.8,57113
94.5,25.8,57115
94.5,25.7,57110
94.5,25.7,57112
94.5,25.7,57113
94.6,25.7,57111
94.6,25.7,57114
94.7,25.7,57106
94.7,25.8,57118
94.7,25.8,57120
94.7,25.8,57115
94.8,25.8,57113
94.8,25.8,57109
94.8,25.8,57112
94.9,25.8,57115
94.9,25.7,57116
94.9,25.8,57115
94.9,25.8,57114
94.9,25.8,57116
94.9,25.8,57107
94.9,25.8,57117
95,25.8,57108
95,25.8,57122
95,25.8,57118
95,25.8,57117
95,25.8,57113
95,25.8,57112
95,25.8,57116
95,25.8,57117
95,25.7,57119
95,25.7,57118
95,25.7,57123
95,25.7,57120
95,25.7,57118
95,25.8,57118
95,25.8,57119
95,25.8,57121
95,25.7,57121
95,25.8,57120
95,25.8,57121
95,25.8,57119
95,25.7,57118
95,25.7,57119
95,25.8,57121
95,25.8,57125
95,25.8,57122
95,25.8,57124
95,25.8,57121
95,25.8,57120
95,25.8,57126
95,25.8,57124
94.9,25.8,57126
94.9,25.8,57123
94.9,25.8,57113
94.9,25.8,57122
94.9,25.8,57115
94.9,25.8,57118
94.9,25.8,57121
94.9,25.8,57121
94.9,25.8,57121
94.9,25.8,57122
94.9,25.8,57120
94.9,25.8,57122
95,25.8,57123
95,25.7,57131
95,25.8,57131
95,25.7,57134
95,25.8,57133
95,25.7,57133
95,25.8,57128
95,25.7,57133
95,25.7,57130
95.1,25.7,57124
95.1,25.8,57127
95.1,25.8,57123
95.2,25.8,57125
95.2,25.8,57127
95.2,25.8,57126
95.3,25.8,57127
95.3,25.7,57130
95.3,25.7,57130
95.4,25.8,57119
95.4,25.8,57122
95.4,25.8,57125
95.4,25.7,57123
95.5,25.8,57129
95.5,25.8,57130
95.5,25.8,57127
95.5,25.8,57130
95.5,25.9,57128
95.5,25.8,57119
95.6,25.8,57132
95.6,25.7,57131
95.6,25.8,57127
95.6,25.8,57133
95.6,25.9,57131
95.6,25.8,57128
95.6,25.8,57125
95.6,25.8,57128
95.6,25.8,57126
95.6,25.9,57123
95.6,25.8,57133
95.6,25.8,57131
95.6,25.8,57136
95.6,25.8,57129
95.6,25.9,57134
95.6,25.9,57123
95.6,25.8,57132
95.6,25.8,57123
95.6,25.8,57127
95.6,25.8,57126
95.6,25.8,57131
95.6,25.8,57122
95.6,25.8,57127
95.6,25.9,57133
95.5,25.8,57129
95.5,25.8,57125
95.5,25.8,57128
95.5,25.8,57132
95.5,25.9,57131
95.5,25.8,57126
95.5,25.9,57132
95.5,25.8,57113
95.5,25.8,57130
95.5,25.8,57133
95.5,25.8,57126
95.5,25.8,57123
95.5,25.8,57133
95.5,25.8,57129
95.5,25.8,57133
95.6,25.9,57137
95.6,25.8,57136
95.6,25.9,57137
95.6,25.8,57136
95.6,25.8,57136
95.6,25.8,57128
95.6,25.8,57129
95.6,25.7,57139
95.6,25.7,57133
95.6,25.7,57134
95.7,25.8,57129
95.7,25.7,57136
95.7,25.8,57134
95.7,25.8,57135
95.7,25.9,57127
95.7,25.8,57136
95.7,25.8,57127
95.7,25.8,57131
95.7,25.8,57136
95.7,25.8,57135
95.7,25.8,57136
95.7,25.7,57124
95.7,25.8,57137
95.7,25.8,57143
95.8,25.8,57142
95.8,25.8,57137
95.8,25.8,57139
95.8,25.8,57134
95.8,25.8,57139
95.8,25.9,57141
95.8,25.9,57130
95.8,25.8,57140
95.8,25.8,57129
95.8,25.7,57140
95.8,25.7,57139
95.8,25.7,57137
95.8,25.8,57123
95.8,25.8,57128
95.8,25.8,57132
95.9,25.8,57121
95.9,25.8,57132
95.9,25.8,57135
95.9,25.8,57123
95.9,25.8,57119
95.9,25.8,57126
95.9,25.9,57135
95.9,25.9,57128
95.9,25.9,57140
95.9,25.9,57131
95.9,25.8,57131
95.9,25.8,57131
95.9,25.8,57134
95.9,25.8,57137
95.9,25.8,57129
95.9,25.8,57145
96,25.8,57135
96,25.8,57129
96,25.8,57125
96,25.8,57129
96,25.8,57142
96,25.9,57130
96,25.8,57145
96,25.8,57140
96,25.7,57131
96,25.8,57143
96,25.8,57128
96,25.8,57142
96,25.8,57136
96,25.8,57130
96,25.8,57129
96,25.8,57129
96,25.8,57125
96,25.8,57137
96,25.8,57139
96,25.8,57133
96,25.8,57139
96,25.9,57138
96.1,25.8,57127
96.1,25.8,57127
96.1,25.8,57127
96.1,25.8,57143
96.1,25.8,57145
96.1,25.8,57140
96.1,25.8,57127
96.1,25.8,57143
96.1,25.8,57128
96.1,25.8,57149
96.1,25.8,57139
96.1,25.8,57132
96.1,25.8,57148
96.1,25.8,57132
96.1,25.8,57130
96.1,25.8,57143
96.1,25.7,57144
96.1,25.7,57149
96.1,25.7,57135
96.1,25.8,57132
96.1,25.7,57143
96.1,25.7,57128
96.1,25.8,57140
96.1,25.8,57131
96.1,25.8,57133
96.2,25.8,57133
96.2,25.8,57138
96.2,25.8,57140
96.2,25.8,57141
96.2,25.8,57134
96.2,25.8,57151
96.2,25.8,57132
96.2,25.9,57137
96.2,25.9,57138
96.2,25.9,57140
96.2,25.9,57143
96.2,25.8,57147
96.2,25.8,57150
96.2,25.8,57144
96.3,25.8,57151
96.3,25.8,57138
96.3,25.8,57145
96.3,25.9,57136
96.3,25.8,57134
96.3,25.8,57137
96.3,25.7,57136
96.3,25.8,57140
96.3,25.8,57145
96.3,25.8,57155
96.3,25.8,57145
96.3,25.8,57142
96.3,25.8,57153
96.3,25.8,57137
96.3,25.8,57138
96.4,25.8,57137
96.4,25.8,57140
96.4,25.8,57144
96.4,25.8,57135
96.4,25.8,57140
96.4,25.8,57137
96.4,25.8,57143
96.4,25.8,57152
96.4,25.8,57141
96.4,25.8,57142
96.4,25.8,57151
96.5,25.8,57143
96.5,25.8,57148
96.5,25.8,57140
96.5,25.9,57139
96.5,25.8,57141
96.5,25.8,57144
96.5,25.8,57141
96.5,25.8,57147
96.5,25.9,57139
96.5,25.9,57150
96.5,25.9,57142
96.5,25.9,57143
96.5,25.9,57141
96.5,25.8,57147
96.5,25.8,57139
96.5,25.8,57150
96.5,25.8,57143
96.5,25.8,57142
96.5,25.8,57141
96.5,25.8,57142
96.5,25.9,57141
96.5,25.9,57143
96.5,25.9,57146
96.5,25.8,57147
96.5,25.8,57144
96.5,25.8,57141
96.5,25.9,57146
96.5,25.8,57144
96.4,25.8,57144
96.4,25.8,57140
96.4,25.8,57140
96.4,25.8,57143
96.4,25.7,57140
96.4,25.7,57147
96.3,25.8,57141
96.3,25.8,57158
96.3,25.8,57153
96.3,25.8,57147
96.3,25.8,57148
96.3,25.8,57147
96.3,25.9,57149
96.3,25.9,57149
96.2,25.9,57154
96.2,25.9,57144
96.2,25.8,57161
96.2,25.8,57140
96.2,25.9,57148
96.2,25.8,57144
96.2,25.8,57145
96.2,25.8,57146
96.2,25.8,57147
96.2,25.8,57147
96.2,25.8,57156
96.2,25.8,57143
96.2,25.8,57155
96.2,25.8,57158
96.2,25.8,57152
96.2,25.8,57145
96.2,25.8,57144
96.2,25.8,57142
96.2,25.8,57147
96.2,25.8,57151
96.2,25.8,57147
96.2,25.8,57154
96.3,25.8,57155
96.3,25.8,57149
96.3,25.8,57158
96.3,25.8,57145
96.3,25.8,57148
96.3,25.8,57145
96.3,25.8,57155
96.3,25.8,57156
96.4,25.8,57147
96.4,25.8,57144
96.4,25.8,57145
96.4,25.8,57144
96.4,25.8,57147
96.4,25.8,57146
96.5,25.8,57147
96.5,25.8,57148
96.5,25.8,57150
96.5,25.8,57150
96.5,25.8,57150
96.5,25.8,57147
96.5,25.8,57147
96.6,25.8,57147
96.6,25.8,57150
96.6,25.8,57150
96.6,25.8,57147
96.6,25.8,57148
96.6,25.8,57147
96.6,25.8,57155
96.6,25.8,57146
96.6,25.8,57151
96.6,25.8,57147
96.6,25.8,57147
96.7,25.8,57153
96.7,25.8,57152
96.7,25.8,57148
96.7,25.8,57152
96.7,25.9,57155
96.7,25.8,57152
96.7,25.8,57153
96.7,25.8,57152
96.7,25.8,57151
96.7,25.8,57157
96.7,25.8,57146
96.7,25.8,57148
96.7,25.8,57145
96.7,25.8,57148
96.7,25.8,57145
96.7,25.8,57144
96.7,25.8,57141
96.7,25.8,57143
96.7,25.8,57149
96.7,25.8,57152
96.7,25.8,57145
96.7,25.8,57145
96.7,25.8,57146
96.7,25.8,57150
96.7,25.8,57148
96.7,25.8,57148
96.7,25.8,57152
96.7,25.9,57150
96.7,26,57153
96.7,25.9,57154
96.7,25.9,57162
96.7,25.8,57151
96.7,25.7,57160
96.7,25.7,57150
96.7,25.7,57152
96.7,25.7,57145
96.6,25.8,57146
96.6,25.8,57148
96.6,25.8,57148
96.6,25.8,57148
96.6,25.8,57154
96.6,25.8,57151
96.6,25.7,57149
96.6,25.7,57151
96.6,25.8,57148
96.6,25.8,57154
96.6,25.8,57152
96.6,25.8,57148
96.6,25.8,57152
96.6,25.7,57157
96.6,25.8,57152
96.6,25.7,57150
96.6,25.8,57147
96.6,25.8,57151
96.6,25.9,57151
96.6,25.8,57155
96.6,25.8,57152
96.6,25.8,57153
96.6,25.8,57152
96.6,25.8,57156
96.6,25.8,57158
96.7,25.7,57153
96.7,25.8,57154
96.7,25.8,57156
96.7,25.8,57156
96.7,25.7,57155
96.7,25.7,57159
96.7,25.6,57160
96.7,25.7,57155
96.7,25.7,57157
96.7,25.8,57150
96.7,25.8,57152
96.7,25.8,57155
96.7,25.8,57161
96.7,25.9,57156
96.7,25.8,57153
96.8,25.8,57152
96.8,25.9,57156
96.8,25.9,57158
96.8,25.9,57163
96.8,25.9,57158
96.8,25.9,57156
96.8,25.8,57158
96.8,25.8,57161
96.8,25.7,57156
96.8,25.8,57169
96.8,25.8,57162
96.8,25.9,57168
96.8,25.8,57160
96.8,25.8,57168
96.8,25.7,57163
96.8,25.7,57154
96.8,25.7,57155
96.8,25.7,57158
96.8,25.8,57153
96.8,25.8,57159
96.8,25.8,57166
96.8,25.8,57157
96.8,25.8,57156
96.8,25.8,57159
96.8,25.9,57159
96.8,25.9,57158
96.8,25.9,57159
96.8,25.9,57177
96.8,25.9,57158
96.8,25.9,57158
96.8,25.9,57162
96.8,25.8,57161
96.8,25.8,57162
96.8,25.8,57161
96.8,25.8,57159
96.8,25.7,57158
96.8,25.8,57162
96.8,25.8,57160
96.8,25.9,57158
96.8,25.8,57160
96.8,25.8,57159
96.8,25.7,57163
96.8,25.8,57161
96.8,25.8,57163
96.8,25.8,57160
96.8,25.9,57160
96.8,25.9,57155
96.8,25.8,57157
96.8,25.7,57160
96.8,25.8,57161
96.8,25.8,57162
96.8,25.9,57162
96.8,25.8,57164
96.9,25.8,57161
96.9,25.8,57168
96.9,25.8,57166
96.9,25.7,57164
96.9,25.7,57165
96.9,25.8,57167
96.9,25.8,57167
96.9,25.8,57162
96.9,25.8,57163
96.9,25.8,57161
96.9,25.8,57162
96.9,25.8,57160
96.9,25.7,57160
96.9,25.8,57167
96.9,25.8,57163
96.9,25.8,57161
96.9,25.9,57158
96.9,25.8,57161
96.9,25.8,57163
96.9,25.8,57161
96.9,25.8,57163
96.9,25.8,57162
96.9,25.8,57160
96.9,25.8,57158
96.9,25.8,57157
96.9,25.8,57157
96.9,25.8,57156
96.9,25.8,57155
96.9,25.8,57160
96.9,25.8,57158
96.9,25.8,57160
96.9,25.8,57162
96.9,25.8,57159
96.9,25.8,57160
96.9,25.7,57161
96.9,25.8,57164
96.9,25.8,57164
96.9,25.7,57166
96.9,25.8,57162
96.9,25.8,57160
96.9,25.8,57161
96.9,25.8,57161
96.9,25.8,57161
96.9,25.8,57164
96.9,25.8,57162
96.9,25.8,57164
96.9,25.7,57167
96.9,25.7,57164
96.9,25.8,57165
96.9,25.7,57165
97,25.8,57159
97,25.9,57166
97,26,57168
97,26,57163
97,25.9,57163
97,25.9,57163
97,25.9,57164
97,26,57166
97,25.9,57166
97,25.9,57162
97,25.7,57166
97,25.8,57169
97.1,25.8,57168
97.1,25.8,57163
97.1,25.9,57160
97.1,25.8,57162
97.1,25.8,57166
97.1,25.7,57162
97.1,25.8,57165
97.1,25.8,57167
97.1,25.8,57160
97.1,25.8,57163
97.1,25.8,57163
97.2,25.8,57163
97.2,25.8,57163
97.2,25.9,57168
97.2,25.9,57165
97.2,25.9,57165
97.2,25.8,57161
97.2,25.7,57164
97.2,25.7,57167
97.2,25.8,57163
97.2,25.9,57168
97.2,25.9,57170
97.2,25.8,57167
97.2,25.9,57162
97.2,25.9,57165
97.2,25.9,57166
97.2,25.9,57169
97.1,25.9,57166
97.1,25.9,57170
97.1,25.9,57170
97.1,25.9,57167
97.1,25.9,57170
97.1,25.9,57167
97.1,25.9,57171
97.1,25.8,57168
97.1,25.8,57172
97.1,25.7,57168
97,25.7,57168
97,25.7,57166
97,25.7,57170
97,25.7,57168
97,25.8,57167
96.9,25.8,57166
96.9,25.9,57165
96.9,25.8,57164
96.9,25.7,57171
96.9,25.8,57170
96.9,25.8,57166
96.9,25.8,57174
96.9,25.7,57171
96.9,25.8,57175
96.9,25.9,57168
96.9,25.9,57167
96.9,25.8,57164
96.9,25.8,57163
96.9,25.8,57169
96.9,25.7,57169
96.9,25.8,57166
96.9,25.8,57164
96.9,25.9,57168
96.9,25.8,57167
96.9,25.8,57165
96.9,25.8,57164
96.9,25.8,57165
96.9,25.8,57164
96.9,25.8,57163
96.9,25.8,57167
96.9,25.8,57169
96.9,25.8,57167
96.9,25.8,57171
97,25.8,57169
97,25.8,57172
97,25.8,57170
97,25.9,57170
97,25.9,57169
97,25.9,57171
97,25.9,57173
97,25.9,57174
97.1,25.9,57178
97.1,25.8,57176
97.1,25.7,57174
97.1,25.7,57177
97.1,25.8,57171
97.1,25.8,57174
97.1,25.8,57176
97.1,25.7,57173
97.1,25.9,57171
97.1,25.9,57171
97.1,25.9,57174
97.1,25.7,57175
97.1,25.8,57174
97.1,25.8,57173
97.1,25.8,57177
97.1,25.6,57177
97.1,25.7,57172
97.1,25.7,57173
97.1,25.7,57172
97.1,25.8,57168
97.1,25.8,57169
97.1,25.8,57167
97,25.8,57167
97,25.8,57163
97,25.8,57162
97,25.7,57164
97,25.7,57164
97,25.7,57163
97,25.7,57170
96.9,25.7,57168
96.9,25.7,57173
96.9,25.8,57169
96.9,25.7,57170
96.9,25.9,57168
96.9,25.9,57167
96.9,25.8,57166
96.9,25.7,57169
96.9,25.7,57169
96.9,25.7,57172
96.9,25.7,57175
96.9,25.8,57169
96.9,25.9,57181
96.9,25.8,57175
96.9,25.8,57171
96.9,25.7,57171
96.9,25.8,57173
96.9,25.7,57168
96.9,25.7,57169
96.9,25.7,57167
96.9,25.7,57168
96.9,25.8,57171
96.9,25.8,57174
96.9,25.9,57174
96.9,25.9,57177
96.9,25.8,57174
97,25.7,57178
97,25.7,57177
97,25.9,57178
97,25.9,57172
97,25.8,57174
97,25.8,57172
97.1,25.8,57175
97.1,25.8,57178
97.1,25.8,57177
97.1,25.7,57178
97.1,25.7,57178
97.1,25.7,57176
97.1,25.8,57175
97.1,25.8,57175
97.1,25.7,57177
97.1,25.7,57177
97.1,25.7,57173
97.2,25.8,57169
97.2,25.8,57174
97.2,25.8,57172
97.1,25.8,57172
97.1,25.8,57171
97.1,25.8,57172
97.1,25.9,57170
97.1,25.8,57170
97.1,25.8,57168
97.1,25.8,57170
97.1,25.8,57174
97.1,25.8,57177
97.1,25.8,57176
97.1,25.8,57174
97.1,25.8,57173
97.1,25.7,57171
97.1,25.7,57170
97,25.8,57174
97,25.9,57174
97,25.8,57174
97,25.9,57178
97,25.8,57176
97,25.8,57175
97,25.8,57180
97,25.7,57181
97,25.7,57177
97,25.6,57177
97,25.6,57178
97,25.7,57182
97,25.8,57180
97,25.8,57175
97,25.7,57179
97,25.8,57179
96.9,25.7,57175
96.9,25.7,57178
96.9,25.7,57176
96.9,25.6,57179
96.9,25.7,57176
96.9,25.8,57169
96.9,25.9,57174
96.9,25.8,57177
96.9,25.8,57177
96.9,25.7,57179
96.9,25.8,57178
96.9,25.8,57178
96.9,25.9,57177
97,26,57176
97,25.9,57181
97,25.8,57185
97,25.7,57182
97,25.8,57185
97,25.7,57182
97,25.7,57184
97,25.7,57185
97,25.6,57180
97,25.7,57179
97,25.7,57179
97,25.8,57182
97,25.8,57181
97,25.9,57183
97,25.8,57178
97,25.8,57176
97,25.7,57176
97,25.7,57179
97,25.7,57178
97,25.7,57184
97,25.7,57180
97,25.7,57180
97.1,25.6,57183
97.1,25.7,57182
97.1,25.7,57182
97.1,25.7,57182
97.1,25.8,57186
97.1,25.8,57185
97.1,25.9,57182
97.1,25.8,57177
97.1,25.8,57181
97.1,25.7,57182
97.1,25.8,57184
97.1,25.9,57181
97.1,26,57179
97.1,25.9,57178
97.1,25.8,57181
97.1,25.7,57182
97,25.8,57182
97,25.8,57184
97,25.7,57183
97,25.6,57187
97,25.7,57188
97,25.6,57190
97,25.6,57185
97,25.6,57188
97,25.7,57187
97,25.7,57182
97,25.8,57183
97,25.7,57182
97,25.8,57184
97,25.7,57185
97,25.7,57185
97,25.8,57184
97,25.7,57187
97,25.6,57185
97,25.6,57184
97,25.7,57187
97,25.8,57187
97,25.7,57188
97,25.8,57185
97,25.7,57188
97,25.7,57186
97.1,25.7,57185
97.1,25.6,57183
97.1,25.6,57179
97.1,25.6,57182
97.1,25.6,57183
97.1,25.7,57183
97.1,25.8,57179
97.1,26,57181
97.1,25.8,57183
97.1,25.7,57186
97.1,25.7,57183
97.1,25.8,57183
97.1,25.9,57185
97.1,26,57186
97.1,25.9,57184
97.1,25.9,57186
97.2,25.7,57192
97.2,25.7,57189
97.4,25.6,57192
97.6,25.6,57194
97.8,25.6,57197
97.8,25.6,57198
98,25.8,57201
98.1,25.8,57205
98.4,25.8,57211
98.7,25.8,57217
98.9,25.8,57223
98.9,25.8,57231
99.1,25.8,57236
99.1,25.8,57243
99.3,25.9,57250
99.4,25.9,57258
99.4,26,57265
99.5,26.1,57276
99.5,26.1,57280
99.5,26.2,57280
99.6,26.1,57288
99.7,26.3,57294
99.7,26.3,57299
99.7,26.4,57303
99.7,26.5,57310
99.8,26.5,57314
99.8,26.6,57322
99.8,26.7,57328
99.8,26.7,57332
99.9,26.8,57336
99.9,26.9,57342
99.9,27,57348
99.9,27.1,57354
NaN,27.2,57360
NaN,27.2,57362
NaN,27.3,57366
NaN,27.4,57369
NaN,27.4,57372
NaN,27.6,57375
NaN,27.6,57378
NaN,27.7,57379
NaN,27.6,57380
NaN,27.7,57385
NaN,27.8,57390
NaN,27.9,57393
NaN,27.9,57395
NaN,28,57399
NaN,27.9,57400
NaN,28.1,57402
NaN,28.2,57401
NaN,28.3,57403
NaN,28.2,57406
NaN,28.2,57409
NaN,28.2,57409
NaN,28.3,57409
NaN,28.3,57411
NaN,28.5,57411
NaN,28.4,57412
NaN,28.5,57414
NaN,28.5,57416
NaN,28.6,57419
NaN,28.6,57418
NaN,28.7,57419
NaN,28.7,57422
NaN,28.7,57422
NaN,28.7,57422
NaN,28.7,57422
NaN,28.7,57424
NaN,28.8,57428
NaN,28.8,57429
NaN,28.9,57427
NaN,28.9,57428
NaN,29,57430
NaN,29,57434
NaN,29.1,57434
NaN,29,57436
NaN,29.1,57439
NaN,29.1,57437
NaN,29.1,57439
NaN,29.1,57443
NaN,29.2,57445
NaN,29.2,57445
NaN,29.3,57443
NaN,29.4,57445
NaN,29.4,57448
NaN,29.5,57449
NaN,29.5,57452
NaN,29.5,57455
NaN,29.5,57457
NaN,29.5,57459
NaN,29.6,57462
NaN,29.6,57462
NaN,29.6,57459
NaN,29.6,57462
NaN,29.6,57462
NaN,29.7,57466
NaN,29.7,57470
NaN,29.7,57471
NaN,29.8,57472
NaN,29.8,57472
NaN,29.9,57472
NaN,29.9,57475
NaN,29.9,57475
NaN,30,57477
NaN,30.1,57479
NaN,30.1,57480
NaN,30.1,57478
NaN,30.2,57477
NaN,30.1,57478
NaN,30.1,57480
NaN,30.2,57483
NaN,30.3,57485
NaN,30.3,57487
NaN,30.4,57486
NaN,30.4,57489
NaN,30.4,57491
NaN,30.5,57492
NaN,30.5,57492
NaN,30.5,57494
NaN,30.5,57494
NaN,30.5,57494
NaN,30.5,57494
NaN,30.6,57496
NaN,30.6,57495
NaN,30.6,57495
NaN,30.6,57491
NaN,30.6,57493
NaN,30.6,57494
NaN,30.6,57495
NaN,30.6,57496
NaN,30.7,57496
NaN,30.7,57494
NaN,30.7,57496
NaN,30.7,57499
NaN,30.7,57500
NaN,30.7,57497
NaN,30.8,57500
NaN,30.8,57498
NaN,30.7,57498
NaN,30.8,57495
NaN,30.8,57500
NaN,30.8,57503
NaN,30.9,57506
NaN,30.9,57507
NaN,31,57505
NaN,31,57506
NaN,30.9,57504
NaN,30.9,57508
NaN,31,57510
NaN,31,57514
NaN,31.1,57514
NaN,31.1,57515
NaN,31.1,57516
NaN,31.1,57520
NaN,31.1,57520
NaN,31.1,57523
NaN,31.1,57527
NaN,31.2,57526
NaN,31.3,57528
NaN,31.3,57530
NaN,31.3,57535
NaN,31.3,57536
NaN,31.2,57536
NaN,31.2,57539
NaN,31.2,57538
NaN,31.2,57539
NaN,31.2,57539
NaN,31,57540
NaN,31,57539
NaN,30.8,57541
NaN,31,57544
NaN,31.3,57545
NaN,31.5,57546
NaN,31.6,57547
NaN,31.5,57550
NaN,31.5,57552
NaN,31.4,57550
NaN,31.4,57548
NaN,31.4,57548
NaN,31.5,57551
NaN,31.5,57551
NaN,31.5,57553
NaN,31.5,57552
NaN,31.5,57556
NaN,31.4,57555
NaN,31.5,57557
NaN,31.5,57555
NaN,31.5,57555
NaN,31.5,57559
NaN,31.5,57561
NaN,31.5,57563
NaN,31.6,57563
NaN,31.6,57564
NaN,31.7,57567
NaN,31.7,57567
NaN,31.7,57568
NaN,31.7,57570
NaN,31.7,57572
NaN,31.7,57574
NaN,31.7,57575
NaN,31.7,57576
NaN,31.8,57574
NaN,31.8,57575
NaN,31.8,57575
NaN,31.8,57575
NaN,31.8,57577
NaN,31.8,57577
NaN,31.9,57577
NaN,31.9,57580
NaN,31.8,57575
NaN,31.9,57577
NaN,31.9,57578
NaN,32,57580
NaN,32,57582
NaN,32.1,57583
NaN,32.1,57585
NaN,32,57583
NaN,32,57583
NaN,32,57584
NaN,31.9,57587
NaN,32,57589
NaN,32,57590
NaN,32.1,57590
NaN,32.1,57593
NaN,32.1,57593
NaN,32.2,57589
NaN,32.2,57589
NaN,32.2,57588
NaN,32.2,57590
NaN,32.2,57589
NaN,32.2,57590
NaN,32.2,57591
NaN,32.3,57593
NaN,32.4,57595
NaN,32.5,57593
NaN,32.5,57595
NaN,32.5,57596
NaN,32.5,57596
NaN,32.5,57597
NaN,32.5,57596
NaN,32.5,57596
NaN,32.6,57596
NaN,32.6,57600
NaN,32.6,57601
NaN,32.6,57599
NaN,32.5,57598
NaN,32.5,57600
NaN,32.6,57603
NaN,32.6,57603
NaN,32.6,57604
NaN,32.6,57606
NaN,32.7,57607
NaN,32.7,57605
NaN,32.8,57606
NaN,32.8,57609
NaN,32.7,57610
NaN,32.7,57610
NaN,32.7,57610
NaN,32.7,57609
NaN,32.8,57607
NaN,32.8,57607
NaN,32.8,57607
NaN,32.7,57606
NaN,32.8,57606
NaN,32.8,57607
NaN,32.8,57606
NaN,32.8,57609
NaN,32.8,57611
NaN,32.8,57611
NaN,32.9,57608
NaN,32.9,57606
NaN,32.9,57610
NaN,32.9,57614
NaN,32.9,57613
NaN,32.9,57612
NaN,32.9,57615
